u,v,t,h
68339,74278,22,5
59748,76546,1,9
7374,48651,6,8
13190,50439,91,0
4566,68339,69,1
1305,52740,2,9
4292,23343,38,5
5063,44696,96,0
24978,46897,21,6
40815,75409,95,0
47281,71007,39,2
20498,78772,97,6
20498,26330,5,9
23707,79137,43,3
52886,72420,15,6
13378,41437,31,3
53862,79114,60,2
28156,81679,70,2
5055,25891,22,8
25930,63229,90,0
18607,33569,34,4
17278,62706,51,8
10588,76308,97,2
19578,52399,56,5
61836,83353,48,2
35132,39664,99,0
18774,33377,35,8
41628,69232,68,1
12437,36696,89,4
21884,38146,86,0
8731,82901,99,1
26330,72005,29,5
43655,65112,29,9
39998,65491,12,9
50396,63944,69,6
3564,26214,6,9
32215,62945,31,2
29763,38926,66,2
32215,67162,29,3
2889,49301,99,2
26770,73853,76,7
9986,44186,62,1
3267,15972,86,0
7176,60414,65,1
18299,66247,66,3
16089,52537,48,3
39905,51145,61,2
3070,44657,6,9
58644,83217,52,1
51628,51911,46,3
34280,47326,32,4
4323,7723,21,7
22842,52654,28,5
14629,73358,83,4
54861,83463,63,9
25,50408,27,5
24755,81369,48,0
5931,41531,57,4
41437,49483,39,3
18851,35848,34,4
21143,42739,8,8
68083,68233,48,2
30640,40129,18,4
32748,44950,83,6
18075,45722,4,9
9369,39210,58,6
5001,7119,41,6
6428,71259,42,4
26445,75714,18,7
5631,35299,78,1
8124,52719,52,2
9335,46035,22,5
47436,64752,62,0
62825,76359,92,4
39548,50610,36,4
28656,58390,53,1
8244,55588,39,2
37512,58087,1,9
26258,69808,52,9
432,52706,68,2
23490,64622,65,3
11660,73288,97,8
10778,14596,39,6
10778,17701,67,8
35929,72130,26,3
30714,43455,89,1
30649,50031,3,8
74338,77893,98,8
63281,63768,79,1
6291,60634,62,4
29639,29840,65,7
14544,33681,88,8
36430,69162,93,5
44864,59451,62,2
18120,74973,5,8
50368,68092,15,6
23091,80126,10,9
19515,29202,44,3
1845,31157,18,6
21985,40746,38,2
46427,56773,39,3
22377,66933,31,0
2245,79191,15,8
57327,69635,63,9
43235,64353,9,7
5814,20177,9,7
33520,52130,10,4
32215,44019,12,5
32215,76415,37,3
30712,32215,20,5
28845,32215,17,6
19668,65720,1,9
12842,83040,8,7
51357,74816,91,1
20158,84020,81,2
11591,36849,93,0
25307,32482,74,6
6430,16809,87,2
67854,79569,46,2
78594,84020,75,1
21669,43472,92,9
56722,67466,90,3
4634,55158,10,9
22675,84061,34,3
13046,64028,80,3
16463,30246,80,3
33956,73763,3,8
37181,56437,28,5
13229,56589,56,2
14888,72956,3,4
7183,20791,72,6
26054,35341,43,7
13444,65720,7,9
13444,18120,11,9
30883,57087,52,3
12530,51244,46,7
52406,53797,42,5
4885,71396,37,5
42427,51720,56,9
52921,79992,68,9
2777,59251,34,5
8157,29131,1,7
6791,36297,88,0
7792,40485,3,9
3476,65078,88,0
24285,63066,90,9
43290,53940,52,5
33485,84358,68,2
6872,73763,4,7
28686,74815,6,9
21314,74815,20,7
10133,50516,17,7
17503,80953,38,7
12530,40867,5,9
16346,48685,37,5
57125,77357,46,9
26699,83361,41,1
31108,57171,34,4
8743,64759,8,2
18590,68504,81,0
17673,39872,48,3
42340,79244,56,1
63720,65914,48,3
4098,16079,88,5
31291,63031,20,6
32074,54072,93,1
36104,61156,15,7
8211,71226,30,8
40608,68323,53,2
9635,79191,68,3
395,55107,48,3
28472,64894,71,4
11919,64409,55,6
67604,77658,68,4
47023,79278,49,1
2240,65295,66,5
31077,74091,38,3
3805,56168,84,5
47583,59500,69,9
5734,56188,23,3
8432,44622,45,5
8432,78065,36,2
24074,64093,53,7
24074,69443,28,5
2431,19202,77,0
17701,30986,75,4
50167,79114,88,0
22444,54947,89,0
62123,83463,56,6
9805,78201,99,0
12750,82901,90,1
5014,11667,55,6
54727,59916,59,2
62859,74599,50,0
1042,62087,44,3
1322,63255,15,7
25330,69119,35,3
8485,67614,88,1
33555,72635,27,8
7357,32577,1,8
27403,37936,43,4
6643,69031,64,6
28251,81315,30,7
10989,72003,25,7
27611,27754,66,7
245,13751,35,5
68200,74580,98,2
28443,54618,99,3
12839,54682,67,6
21314,68929,17,7
42645,73685,67,3
11966,79965,82,6
48270,78029,54,2
29393,73981,12,9
10372,74408,85,3
24235,68727,60,6
6242,11554,38,9
33377,39872,95,3
47268,61473,4,7
8865,46790,27,5
4149,54963,44,8
18863,36197,40,2
66160,75006,10,8
17246,40021,89,4
18695,61067,68,4
32215,63589,19,5
17677,21008,7,8
25035,59170,99,0
20191,56572,38,2
15458,21143,35,4
13414,78440,68,3
8460,45540,76,5
64196,65986,38,3
8124,37619,52,1
14082,59825,76,8
10712,48244,80,2
1364,21999,47,7
47861,71329,34,5
11333,39629,25,6
16503,24935,81,2
7835,33101,69,8
24517,82993,63,3
40192,41926,66,2
71588,79664,49,4
32051,51374,69,6
22925,75707,81,6
29391,53862,40,3
31652,47456,22,4
63969,69091,18,6
22742,80636,72,2
6268,45473,59,1
6268,10552,38,3
6268,57722,63,2
5809,35792,76,5
5384,37407,86,2
4406,39527,89,5
17370,62183,2,9
36860,79478,43,3
35238,67495,30,4
12970,13376,55,6
4098,6487,43,2
37602,50813,29,2
8252,33141,55,1
60949,63248,56,2
9363,41531,73,9
23091,81296,34,8
21314,79191,99,4
12696,43060,34,2
17949,32564,61,1
21832,42876,87,9
49233,71478,71,5
61917,67034,28,8
14555,22377,44,0
32288,80218,57,5
63281,71544,52,4
5434,72548,67,6
79271,83217,96,3
20498,26699,74,1
58471,74815,5,8
3749,22161,75,3
23529,60084,48,4
3805,39917,84,5
15623,54998,4,7
25361,53529,73,1
8460,28686,33,4
38882,55721,30,3
59748,64819,38,5
28536,50961,91,3
18034,68618,97,3
27321,49935,49,2
13715,64759,8,6
45296,49720,14,7
23098,33700,51,1
33700,43094,53,1
26103,32215,23,5
12597,53973,88,2
21361,77892,22,4
10012,22462,68,5
18774,32215,30,4
41926,48922,45,2
41436,84241,7,9
9944,13298,44,2
63785,65966,49,4
29697,69498,4,9
50594,69498,34,2
32215,53054,31,4
11667,54094,39,6
63364,82371,32,3
5998,17414,13,8
4057,12662,60,1
7092,26148,3,8
35792,51548,85,3
41890,80553,39,1
7925,8538,82,6
27987,68462,67,3
23416,66607,90,8
9988,71986,87,1
40804,41314,92,0
13190,22055,92,4
30138,34799,50,1
7998,36817,75,5
8460,62224,21,6
8460,83552,11,8
32215,46427,23,5
10778,83417,41,2
392,70317,76,5
42346,79187,30,1
4985,33723,45,6
73514,75257,46,5
20400,27987,49,5
76894,81744,23,6
6953,67320,62,1
32575,69021,69,5
32215,58063,19,3
39998,47548,37,9
46928,83552,59,8
3693,21730,92,0
43460,44746,60,0
33969,44422,65,6
10610,18298,79,7
16089,75134,82,4
43120,64279,77,0
1764,50114,5,8
19609,84438,45,9
7876,69364,29,7
26715,48610,57,1
52780,60634,51,9
22602,46623,22,6
7311,81315,6,8
32215,51219,21,6
44950,47023,83,4
32074,69654,93,2
6435,19040,95,0
5511,24436,32,3
54737,67604,3,9
4206,67604,32,9
39908,75956,81,0
10712,32564,36,8
26263,84038,92,0
43120,48169,81,0
14680,32215,20,5
31772,38258,46,2
30268,37335,78,1
57119,67447,6,8
75940,80919,22,6
45076,82031,91,0
44297,75149,39,1
68164,75576,55,6
57722,74298,45,2
43704,52788,7,3
57819,76255,97,0
62353,66733,3,9
44015,80849,39,7
49829,80480,89,6
43960,74380,18,8
6971,26468,71,3
55177,56101,17,7
19439,63222,65,1
50524,66780,48,9
15836,36895,60,4
50972,73281,87,7
5069,19276,35,7
3115,53046,63,2
53797,83000,19,7
10778,64819,74,7
1578,32714,2,7
36662,76223,69,2
14804,17414,49,8
51791,80411,12,9
5069,83217,45,1
72420,83617,60,1
69788,78502,34,9
59232,63828,97,5
1834,65306,97,0
44746,74984,76,0
21185,23068,77,2
32215,72444,28,5
20402,34504,80,6
5601,80577,11,7
8247,56589,55,2
50726,78815,8,4
12664,15717,93,0
19939,65320,46,2
10133,26165,14,7
38257,76415,8,9
14430,26103,16,5
22326,56419,41,3
20791,82892,12,8
31101,51031,66,0
9167,30177,61,2
65425,70349,10,9
45375,68690,3,9
11617,81744,82,3
25356,64719,28,4
44864,54990,22,6
12651,27124,21,5
37490,57115,1,9
5542,37462,89,0
18526,64759,8,3
59869,81791,62,2
2570,83698,95,0
10809,73159,72,5
22459,81115,51,9
34867,77990,11,6
9695,32021,36,2
18592,49871,28,6
43290,77233,66,4
16680,30986,43,2
14511,73792,97,2
31957,76617,47,1
11112,33054,54,2
42391,61434,91,0
5450,79041,99,0
54688,83253,25,3
55674,75487,77,2
18575,84061,54,1
32321,42775,41,9
37174,42645,41,2
12371,44707,21,6
40867,78720,57,1
17414,36517,52,8
45537,55610,74,3
6430,48847,52,2
19699,81881,73,7
54094,83080,46,7
40955,68783,95,0
62439,72010,61,0
25535,62844,85,9
24235,26715,59,1
52895,59449,2,9
21661,55291,1,9
11020,83217,45,2
19314,53968,85,6
20020,61925,98,3
59224,71499,37,1
28626,75298,56,9
13229,75586,55,2
21522,23129,56,4
14596,17883,36,5
4634,17701,16,8
29070,44186,40,1
4706,66180,1,9
30182,39653,87,0
22967,42120,43,7
51628,52391,24,6
30208,42896,89,0
21041,29202,77,6
32748,35977,18,7
27647,36698,1,9
1119,79887,65,4
45798,55296,45,2
32215,84488,19,5
14629,53569,89,0
17320,77810,98,1
32215,59479,21,6
20235,42510,74,9
3664,79619,75,8
12952,51449,49,6
2541,83617,61,2
11192,67404,51,6
26638,63281,81,1
4634,20596,47,5
22842,76223,78,1
27841,44767,68,6
8516,42326,78,2
2409,32215,29,2
46136,61302,99,1
18649,27415,22,5
3516,63790,50,5
22632,35091,12,8
11194,76944,40,8
3335,49506,27,3
32482,71134,45,2
2345,64409,55,1
4188,30567,21,8
61854,72414,32,4
21475,73204,34,8
29393,35049,26,7
32215,33054,26,5
47602,70822,97,1
3356,6588,56,1
6487,78876,68,1
13815,48302,97,0
52921,78680,40,9
34865,80411,2,8
60060,71870,9,7
58578,82373,4,8
60987,84241,15,7
11415,32468,95,0
77539,80953,34,3
24172,55795,90,2
38355,41917,33,2
4370,21618,50,9
9203,68235,20,6
8844,43455,81,1
51132,70518,92,4
13815,50167,6,8
2056,9986,40,4
7348,11434,63,4
26878,41188,35,5
8226,47161,95,2
9986,52921,5,9
57048,77976,47,8
20317,34721,64,1
20901,73710,44,4
59175,80776,22,7
56699,67039,93,5
4098,5083,41,2
27069,35408,82,2
42326,55158,40,5
10387,76866,6,9
42427,49408,54,6
1514,56106,48,5
22462,42198,68,4
22460,67495,37,1
46665,68504,46,2
14612,80849,25,9
20328,52037,57,1
5370,7404,20,6
4859,24407,35,2
48607,59331,89,2
4859,42226,6,9
8383,46789,42,9
23990,29393,81,5
51162,64397,17,8
6180,80636,83,3
17038,32215,13,7
1086,84721,84,1
63031,73245,57,1
20567,81881,79,0
27141,51953,54,7
32215,42721,21,5
1136,51269,88,1
5637,69542,65,1
127,64068,32,6
47674,58578,92,0
1457,51929,86,5
42170,55241,88,0
59514,83625,90,2
32215,72690,21,4
32215,42485,15,7
24407,43646,12,7
17038,39905,41,2
34089,75965,32,3
7528,26165,15,8
13815,23462,62,0
13815,30164,26,4
8483,32215,93,0
45035,62177,41,5
1305,23529,2,9
35243,38157,50,3
52061,84649,45,3
36517,39629,75,8
14446,33793,24,2
19520,58644,27,5
43235,79992,9,8
17251,23773,71,1
4963,12250,93,0
41102,43193,86,3
35647,71478,45,3
37313,43736,53,4
15049,60818,92,0
26906,55588,97,2
34285,59331,6,9
14998,18927,32,3
55788,58743,97,0
26878,43120,78,1
17015,29800,39,6
10503,67077,3,7
7528,8734,5,9
2812,35030,78,9
21580,51001,98,0
44446,69654,93,5
50086,71478,54,2
18329,25330,56,3
30885,60967,52,1
25917,52391,58,4
26468,61143,55,1
12563,59586,87,1
6064,32545,91,3
44297,69439,87,0
3756,28198,70,5
34857,57722,46,5
25453,32215,14,5
32215,50138,14,7
32215,52246,23,3
16256,63281,83,2
11985,32703,56,6
10935,64449,82,1
5384,8350,34,2
50167,52740,75,1
1412,25389,92,0
32215,54575,23,4
54974,77377,77,1
31290,51781,15,6
52097,53843,65,0
41942,76407,47,1
19668,43072,22,5
56188,62177,90,0
22602,68727,72,7
71659,75257,43,4
16089,49064,72,9
78440,83473,14,8
14816,63451,65,0
42257,42326,73,1
13815,31257,98,0
2889,40032,97,0
18120,83769,44,2
11204,77914,5,9
1260,62532,70,9
29352,83282,75,2
13800,84558,56,1
31786,71700,97,6
33723,62825,50,7
5317,58469,95,5
32215,58743,20,3
33158,62801,5,8
69144,82642,47,2
55674,66749,77,3
10610,72337,1,9
60495,63883,51,4
37181,51284,46,6
17388,69937,39,9
17914,38274,88,0
4634,23343,32,6
16256,47861,57,5
30171,39962,8,8
50317,68504,21,6
44800,73288,85,8
34363,50610,13,8
33875,62115,11,8
11112,22842,35,4
53650,72729,4,7
41628,50756,15,7
25959,76427,6,9
8909,32215,28,4
29135,32215,20,3
32215,47718,91,0
32215,42226,29,2
32215,33485,17,5
29987,32215,30,3
32215,78024,56,1
9277,32215,30,2
12901,32215,29,2
32215,73635,30,3
29019,75638,48,7
12556,30997,85,1
47548,68906,88,4
42326,82892,10,8
45296,54089,14,6
40,71651,35,3
16324,16868,41,0
31859,75157,17,7
18649,32717,19,6
13203,57835,57,0
12839,44446,14,7
30153,61778,21,7
9335,59531,15,6
66524,73848,40,3
28694,38280,12,7
4784,29309,1,9
42198,84307,68,2
42198,44760,68,1
63916,80553,40,2
7528,19243,15,8
67162,67321,89,2
25453,81115,16,6
41829,82124,11,6
42645,44813,40,6
37074,71396,83,6
10935,25917,84,4
30164,82570,74,9
69428,75981,77,3
73982,81932,20,3
60634,64026,66,5
11580,48362,10,9
46078,50586,98,0
47772,84212,56,3
28251,34873,1,9
2224,49218,2,9
35091,67271,21,5
9168,47709,94,3
13905,58309,93,0
40725,84623,93,4
66997,77978,81,7
5529,5944,87,3
31596,64196,92,4
25601,63720,1,9
27691,53609,70,5
19794,78568,50,7
54222,81895,33,3
23695,27017,21,4
9986,52740,6,8
10588,42332,95,3
26381,61143,45,3
22602,61143,36,7
12441,64719,84,6
50408,75981,46,5
1490,10749,36,2
43290,69367,2,9
13986,50820,86,6
36517,63959,55,7
13068,16089,44,6
16976,34816,58,4
14357,19666,81,2
12290,36517,56,6
21027,50889,9,9
22536,70164,49,9
20901,58671,59,3
35756,57129,16,8
50552,66370,40,6
52742,67997,94,0
40953,68654,35,5
39966,73882,89,0
79256,81406,89,5
26148,56387,75,3
51603,72130,12,7
68601,79191,90,3
4542,76165,30,4
52283,57604,87,8
67034,72375,94,5
1457,81091,39,8
24077,64759,8,4
33377,48613,55,4
20014,25597,14,7
20513,72005,34,4
50884,81115,35,3
11695,21911,24,4
26504,64910,94,2
72341,81672,34,6
10133,43226,55,1
35067,70588,17,5
33257,42485,81,7
56924,75576,78,1
31004,60596,80,0
31004,75102,41,1
71313,77813,47,5
24719,38882,42,4
19551,33581,50,6
22377,78198,45,3
17929,63071,74,0
38257,39962,82,7
42943,55631,92,9
64359,78890,87,4
4853,30180,72,3
20134,28722,92,0
81310,84558,57,6
11442,71989,54,1
12290,77514,64,8
25455,63648,88,5
68803,82721,94,5
67463,68496,22,6
47465,68730,42,2
1331,57084,99,1
47980,75890,94,6
26214,74491,13,9
18373,20596,29,4
5944,77990,10,5
50331,74866,11,4
12199,42852,83,1
46868,62292,57,0
6180,70603,87,7
19701,25361,30,6
36817,82764,74,1
62306,83282,9,8
29417,83915,35,5
17694,58330,14,8
23141,24372,23,5
14718,48911,80,2
64719,73809,84,3
17388,55334,38,9
40021,66366,22,6
17510,74627,4,6
39112,50820,85,1
19261,25750,51,7
3564,22326,91,7
5991,12353,88,4
2925,26498,58,2
23324,24884,9,9
58417,80094,48,5
18821,36502,62,9
18821,82453,46,3
26229,43415,76,4
9479,59347,30,2
2431,39954,79,1
33101,74973,35,4
40,71608,93,7
8460,50552,52,1
32384,42968,89,0
35657,44159,84,3
51548,51984,90,8
28694,83552,39,4
22141,81296,38,8
8728,80562,74,9
22668,24971,68,4
14596,77906,26,5
2218,69413,13,7
4098,46136,62,3
36131,83870,7,8
40,81247,98,4
719,60071,36,4
2788,10512,37,3
51953,69512,50,2
48282,56744,39,0
7386,56688,64,0
19083,75956,70,0
3396,27792,41,2
4943,12702,69,0
37891,82993,35,6
12465,76835,27,3
13327,64458,69,6
65136,73201,13,8
36402,65720,66,7
32159,83110,93,0
42739,75576,6,8
32017,40200,34,2
26214,37685,26,4
392,24284,35,6
7392,65556,64,7
9837,66582,47,7
22602,50439,52,8
24918,63364,57,1
25731,33681,14,8
8432,44207,76,6
69095,78876,17,6
34319,38400,35,5
43455,72444,78,1
17950,43145,24,7
12905,57650,51,1
5542,81460,88,4
24374,53331,75,7
22925,69512,19,7
10133,81558,15,6
24038,84038,44,1
35243,64026,61,3
49233,67580,13,8
21996,28646,91,5
13370,79508,70,1
6971,75576,14,6
36724,82493,5,8
23084,75981,13,7
26751,50513,8,8
36402,76576,45,6
31389,68809,66,6
12840,61042,30,3
71864,77375,64,7
54367,60495,25,7
21133,57115,65,0
13820,49064,64,5
37766,55119,84,0
16236,71887,61,5
11204,77299,94,3
39126,76835,17,7
64259,65974,3,9
35408,81421,82,2
63785,73635,46,3
5069,57087,6,8
33681,63031,56,2
14430,65939,46,1
4859,80849,39,2
19668,54647,23,7
2763,62177,37,5
5998,72871,16,6
55158,71882,36,9
11146,43960,5,8
1005,32717,13,7
14596,20791,27,5
18545,76186,12,3
48886,70768,79,5
20596,50388,8,8
56415,78365,71,0
45540,59493,53,6
29729,65181,88,2
2588,13039,21,5
39998,74980,43,6
26215,31129,98,0
66198,72974,73,6
36689,77359,2,8
27611,83648,42,6
47548,72310,45,5
2931,3144,53,3
17950,47326,7,8
31460,69325,22,6
12651,23529,55,5
74832,75553,10,8
51669,71863,69,9
38160,50288,2,9
40068,58503,10,8
38958,80577,83,7
59531,78328,92,6
27754,77233,38,7
61289,71204,97,0
1179,38400,12,8
7835,72612,74,6
42326,84022,87,0
30829,50246,32,9
14718,18133,53,7
43060,81115,33,6
9167,52064,87,0
9167,56204,84,4
11146,82280,58,1
11617,39152,82,3
20062,64719,84,6
39954,64719,17,7
37100,53012,39,1
23926,47884,33,6
39337,51145,68,6
7175,51187,60,7
41553,69931,85,0
5998,67786,9,8
13444,41914,11,8
31679,40110,78,3
65916,77097,57,3
39750,52061,24,4
22377,36270,68,0
2604,14158,72,9
9739,21467,79,3
18821,40867,51,1
36797,72414,34,3
2777,17414,66,7
15727,66988,89,0
28947,80636,78,1
42646,54855,94,3
4534,63711,76,5
13688,14198,86,0
66366,74959,11,9
22141,54379,33,3
14707,18369,2,8
23529,35792,76,3
46989,75733,3,8
12530,36502,51,2
10778,58335,41,6
22842,47760,80,1
7044,46101,21,5
31620,32215,22,5
2777,32215,32,3
51911,72606,79,2
39650,63580,12,5
28634,83552,64,3
47461,69097,37,2
31769,75102,80,9
57428,61550,15,7
57048,80234,53,3
8460,48362,75,7
13298,60502,23,4
81672,82828,61,1
55779,72673,39,3
36402,36517,14,8
17310,83698,81,0
57087,74491,15,8
24462,32215,1,8
27987,48557,86,8
10367,25748,21,4
13815,79646,17,6
11044,15138,98,0
14430,15809,59,8
16382,78973,84,0
13573,43404,40,1
15082,73514,82,7
12713,49408,68,1
18649,79454,16,6
5083,51187,49,6
11569,45667,49,5
33054,43235,58,2
33054,55177,55,2
57943,60165,17,7
8538,64364,2,9
30589,77514,77,0
34228,83441,89,0
19701,36640,25,7
34788,69140,16,5
1086,49226,58,1
32714,36198,9,9
37313,73763,56,5
313,77411,19,5
31175,47772,91,0
5319,42340,58,2
23926,58319,55,7
30164,79389,96,8
8460,57119,37,5
32564,73053,73,5
34704,61473,98,0
20513,21993,41,2
52236,75940,35,8
34363,69095,48,4
34363,68779,36,4
58016,70796,41,6
18774,18927,33,3
7982,63915,85,1
19419,79627,37,8
38797,52740,75,6
11396,43025,45,7
34356,68756,8,9
33377,43120,79,2
17801,19535,83,3
31519,75638,72,8
20596,23091,47,6
7746,61432,56,6
22952,54604,96,7
33007,42968,58,5
25464,59251,19,8
19276,39548,34,7
13196,21133,10,8
62222,83022,1,9
18099,35958,97,4
10749,16809,90,0
15809,69788,95,7
17659,54278,21,6
51187,55291,13,7
38797,62825,45,6
1026,41195,70,6
21027,35479,56,4
22602,83542,3,9
22770,70217,29,3
4885,12713,37,6
22182,71601,56,4
19413,32215,20,7
33581,76858,69,8
31758,68294,83,0
19520,73981,44,3
3896,72629,68,4
268,62983,85,3
2570,82892,6,9
38860,51158,77,4
54988,71864,49,6
40,79739,92,0
13148,27035,34,0
17641,30986,18,8
14718,83522,53,5
4098,22842,70,5
57514,62791,31,5
19701,75707,53,2
13001,32215,29,4
10610,23098,79,7
12930,75134,72,2
11442,34319,45,2
14214,80816,35,4
53797,75298,64,4
16346,74299,71,4
6953,77345,67,2
27144,81672,92,8
31234,41917,55,1
48854,78427,86,5
76308,76944,11,6
2751,10627,25,6
26552,32215,17,4
29986,33084,97,4
13229,22842,42,2
3144,64681,17,7
15616,43857,16,4
392,15623,80,1
13751,31318,98,4
29955,67473,24,5
36662,56560,75,7
26715,73981,11,7
51795,79938,39,5
5083,48294,42,4
26618,30197,38,1
21185,58421,70,9
22842,84358,57,5
8538,17883,82,7
7530,62333,79,0
19391,54575,74,5
2777,18774,32,4
37181,55296,46,4
34559,61473,33,2
12288,30092,41,2
12713,14661,7,9
26270,74608,54,0
31679,81832,19,7
32215,64560,30,5
14300,38274,47,1
32215,37685,20,5
7158,76176,47,6
78440,81722,15,8
50584,72987,22,5
22716,75379,12,7
6291,37619,5,9
9834,61906,28,4
17414,68727,41,7
8708,22266,42,4
39152,74299,68,0
32215,77658,15,5
75134,83940,24,5
9701,31679,71,2
17644,20326,47,1
6430,20359,3,9
20551,69693,55,1
3824,31251,74,5
464,18774,84,1
30675,57487,24,1
68435,84401,66,5
2751,9641,37,8
19901,32686,97,0
55286,63916,89,0
34443,58063,85,0
15836,82910,71,0
35512,61067,46,4
28686,51301,74,5
32215,74805,29,3
10935,32215,18,6
32215,77345,20,4
15289,22377,62,0
32617,82300,46,2
5814,66988,67,0
3952,43857,98,3
15357,38779,77,0
44615,58556,17,6
49880,56712,21,8
40584,71313,39,6
16044,28251,97,1
17770,26935,60,6
17251,59622,33,2
8485,81881,73,2
33681,52037,42,3
18927,34799,55,1
17673,67658,22,6
70514,81160,15,5
48294,50002,62,3
40728,50937,97,0
35049,77749,70,6
37491,65390,29,4
55291,69439,66,1
17701,29393,16,8
23794,40479,87,4
29965,59251,27,4
34504,38126,52,4
60441,61885,47,5
4159,52537,5,9
37884,53983,61,9
54674,80719,42,4
13190,67911,98,3
35837,79102,86,2
46528,80504,98,0
38114,41038,4,5
1612,43469,34,8
55613,69948,43,2
57722,83893,10,8
117,83041,41,6
76671,82892,30,3
18785,53012,95,0
32074,48808,8,9
5752,84148,8,9
45540,80195,49,1
20791,61904,27,7
42184,84012,86,8
27987,39518,44,8
22668,46304,48,9
21931,74200,95,2
1260,58949,62,5
6281,33897,96,0
5796,43852,87,4
14873,28947,1,9
64719,76165,41,8
43376,64719,81,7
12660,34319,29,4
2119,10422,87,0
28580,36517,36,3
5542,34158,89,2
27624,67161,53,1
7497,9799,72,1
9749,13190,82,1
26419,43908,3,8
2311,78756,70,2
64196,65512,85,3
34706,56910,22,4
66180,76576,89,3
5803,39548,46,5
972,62360,71,3
55983,61242,48,1
33257,81050,81,9
50167,60949,89,1
3781,32215,21,4
41747,48808,33,3
27723,41651,74,9
20960,70264,52,0
14490,44077,1,9
41320,73848,24,3
5069,59997,86,5
66105,80775,38,0
11483,63074,46,1
5860,47281,70,2
13100,31769,10,9
50962,57062,69,1
12887,78440,91,8
27723,62306,32,4
3356,19515,6,6
30462,49096,97,1
14585,38926,67,4
53955,81291,19,6
25891,66198,57,5
64787,78789,56,0
11149,80446,11,8
16700,69209,76,6
19666,42721,81,0
31988,53940,49,2
26316,79646,30,3
23996,78551,83,0
29874,75576,61,6
33230,55216,99,5
75260,84682,17,6
61286,69199,62,7
42020,84020,73,0
32215,77831,26,3
1155,39654,23,8
19413,66198,74,1
13815,19253,3,9
69439,78772,40,2
68699,69940,4,8
66789,78358,93,3
4534,77451,79,6
4534,18241,82,0
13717,76223,52,4
52780,66990,59,3
61242,84480,56,1
79664,82128,26,6
11009,70768,80,5
60102,66943,24,8
37335,68638,59,5
25839,36897,3,7
71605,84022,1,9
54993,65825,21,4
33510,58736,46,1
37798,76602,11,7
47087,62177,61,4
22588,64364,61,7
60925,66525,31,4
30883,37527,82,3
24006,35865,43,5
13400,75995,48,2
37849,62871,56,0
40,15115,58,5
28362,80949,41,2
32215,82430,29,4
18649,37431,1,8
54763,83417,43,3
12958,55674,81,2
13435,71396,15,7
27409,50441,93,0
27950,64877,98,0
2570,63959,6,9
18759,21021,67,4
55976,80504,5,7
61484,67120,29,7
33023,33232,84,5
27144,76812,91,9
50889,57722,1,9
32215,56794,63,4
10610,36402,14,8
24795,59010,44,5
31307,32215,21,4
3188,72794,52,1
34976,50945,63,2
14166,53404,54,2
13815,46071,85,0
50441,72130,12,7
54367,81295,36,9
26147,29697,73,5
1486,33332,7,8
37907,38274,64,3
13815,79871,42,7
67911,68779,31,5
23784,41166,78,2
25170,80443,84,2
2433,79992,55,4
27144,74562,10,9
30171,54994,33,5
8001,75487,66,6
32778,39960,62,2
1787,14629,90,1
2906,5540,81,8
8432,58677,73,2
12491,47221,36,3
32907,48613,94,0
4292,83552,48,7
24719,49829,16,9
15219,20062,49,2
25829,59010,53,3
40532,79501,26,8
32215,40955,23,3
32215,35748,14,5
